No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Nama SPPG
698,SUMATERA SELATAN,MUARA ENIM,MUARA ENIM,MUARA LAWAI,SPPG Muara Lawai Muara Enim Muara Enim
699,SUMATERA SELATAN,MUSI BANYUASIN,SEKAYU,SERASAN JAYA,SPPG Kab. Musi Banyuasin - Sekayu
700,SUMATERA SELATAN,MUSI BANYUASIN,BABAT TOMAN,TOMAN,SPPG Toman Babat Toman Muba
701,SUMATERA SELATAN,MUSI RAWAS,MUARA BELITI,MUARA BELITI BARU,SPPG Muara Beliti Musi Rawas
702,SUMATERA SELATAN,MUSI RAWAS,TUGUMULYO,TRIKOYO,SPPG Kab. Musi Rawas - Tugu Mulyo
703,SUMATERA SELATAN,MUSI RAWAS UTARA,RUPIT,BATU GAJAH BARU,SPPG Kab. Musi Rawas Utara - Rupit
704,SUMATERA SELATAN,OGAN ILIR,INDRALAYA,INDRALAYA MULIA,SPPG Indralaya Mulia Indralaya Ogan Ilir
705,SUMATERA SELATAN,OGAN ILIR,TANJUNG RAJA,TANJUNG RAJA TIMUR,SPPG Kab. Ogan Ilir - Tanjung Raja
706,SUMATERA SELATAN,OGAN ILIR,TANJUNG RAJA,BELANTI,SPPG Tiens Berkah Mandiri Tanjung Raja Ogan Ilir
707,SUMATERA SELATAN,OGAN KOMERING ILIR,KAYU AGUNG,KUTARAJA,SPPG Kutaraja Kayu Agung OKI
708,SUMATERA SELATAN,OGAN KOMERING ILIR,KAYU AGUNG,PAKU,SPPG Kab. Ogan Komering Ilir - Kayu Agung
709,SUMATERA SELATAN,OGAN KOMERING ILIR,KAYU AGUNG,TANJUNG RANCING,SPPG Tanjung Rancing Kayu Agung OKI
710,SUMATERA SELATAN,OGAN KOMERING ILIR,KAYU AGUNG,SUKADANA,SPPG Sukadana Kayu Agung OKI
711,SUMATERA SELATAN,OGAN KOMERING ULU,BATURAJA TIMUR,BATURAJA LAMA,SPPG KAB. Ogan Komering Ulu - Baturaja Timur
712,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,MARTAPURA,KOTABARU SELATAN,SPPG Kotabaru Selatan Martapura OKUT
713,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,MARTAPURA,TERUKIS RAHAYU,SPPG Terukis Rahayu Martapura OKUT
714,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,TALANG UBI,HANDAYANI MULYA,SPPG Yayasan Vieki Indira Sriwijaya Cabang Penukal Abab
715,SUMATERA UTARA,DELI SERDANG,LUBUK PAKAM,LUBUK PAKAM PEKAN,SPPG Deli Serdang Lubuk Pakam Lubuk Pakam Pekan
716,SUMATERA UTARA,DELI SERDANG,GALANG,GALANG KOTA,SPPG GALANG KOTA DELI SERDANG
717,SUMATERA UTARA,KOTA GUNUNGSITOLI,GUNUNGSITOLI,BAWODESOLO,SPPG Kota Gunungsitoli - Gunungsitoli
718,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,P BERAYAN BENGKEL,SPPG Khusus Kota Medan - Medan Timur
719,SUMATERA UTARA,KOTA MEDAN,MEDAN JOHOR,SUKA MAJU,SPPG SUKA MAJU MEDAN JOHOR
720,SUMATERA UTARA,KOTA MEDAN,MEDAN POLONIA,POLONIA,SPPG Kota Medan Medan Polonia Polonia
721,SUMATERA UTARA,KOTA SIBOLGA,SIBOLGA KOTA,PANCURAN GEROBAK,SPPG PANCURAN GEROBAK
722,SUMATERA UTARA,LANGKAT,STABAT,KWALA BINGAI,SPPG KWALA BINGAI STABAT
723,SUMATERA UTARA,SERDANG BEDAGAI,PANTAI CERMIN,PANTAI CERMIN KIRI,SPPG PANTAI CERMIN KIRI
724,SUMATERA UTARA,SERDANG BEDAGAI,TANJUNG BERINGIN,SUKAJADI,SPPG SUKAJADI TANJUNG BERINGIN
725,SUMATERA UTARA,TAPANULI SELATAN,BATANG ANGKOLA,SITAMPA SIMATORAS,SPPG BATANG ANGKOLA
726,SUMATERA UTARA,TAPANULI TENGAH,PANDAN,AEK TOLANG,SPPG AEK TOLANG PANDAN TAPTENG
