No,Provinsi,Kabupaten,Kecamatan,KB Sederajat,TK Sederajat,TPA,SPS,SD Sederajat,SMP Sederajat,SMA Sederajat,SMK Sederajat,SLB,DIKMAS,Total
2131,JAWA TENGAH,KAB. WONOSOBO,KEPIL,419,1071,0,266,3904,1934,331,970,0,107,9002
2132,JAWA TENGAH,KAB. WONOSOBO,KERTEK,516,1603,57,418,6573,2420,924,463,0,442,13416
2133,JAWA TENGAH,KAB. WONOSOBO,LEKSONO,60,745,0,440,2499,1411,44,76,0,5,5280
2134,JAWA TENGAH,KAB. WONOSOBO,MOJOTENGAH,496,1148,0,282,5465,2027,1598,1522,0,5874,18412
2135,JAWA TENGAH,KAB. WONOSOBO,SAPURAN,376,812,0,327,3839,1883,1244,991,0,200,9672
2136,JAWA TENGAH,KAB. WONOSOBO,SELOMERTO,304,1046,0,273,3382,2657,719,665,0,74,9120
2137,JAWA TENGAH,KAB. WONOSOBO,SUKOHARJO,57,678,0,111,1867,1074,50,1018,0,112,4967
2138,JAWA TENGAH,KAB. WONOSOBO,WADASLINTANG,146,1000,0,264,3516,790,602,1014,0,0,7332
2139,JAWA TENGAH,KAB. WONOSOBO,WATUMALANG,301,560,0,565,2740,1235,828,91,0,289,6609
2140,JAWA TENGAH,KAB. WONOSOBO,WONOSOBO,874,1793,62,609,7224,2157,2592,2749,190,660,18910
2141,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,301,998,18,218,3256,2292,766,3457,0,45,11351
2142,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,345,1064,11,186,3337,2511,1355,1749,0,241,10799
2143,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,379,860,16,88,2540,2650,1985,647,138,159,9462
2144,JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN BARAT,881,2022,83,643,6749,2282,1277,5220,217,735,20109
2145,JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN SELATAN,588,2187,16,361,5922,3316,1201,707,149,172,14619
2146,JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN TIMUR,633,1413,45,371,6925,3842,1637,203,0,606,15675
2147,JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN UTARA,776,1681,37,516,5915,1955,1708,2,0,97,12687
2148,JAWA TENGAH,KOTA SALATIGA,ARGOMULYO,355,1298,25,97,3549,3171,102,417,101,217,9332
2149,JAWA TENGAH,KOTA SALATIGA,SIDOMUKTI,213,1027,48,23,3652,1022,80,1902,408,429,8804
2150,JAWA TENGAH,KOTA SALATIGA,SIDOREJO,430,1725,49,309,3891,3465,2876,923,0,421,14089
2151,JAWA TENGAH,KOTA SALATIGA,TINGKIR,335,1331,40,139,3640,1178,0,1475,0,143,8281
2152,JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,522,2909,23,314,3680,2404,2313,470,14,359,13008
2153,JAWA TENGAH,KOTA SEMARANG,CANDISARI,169,1480,2,134,4265,2289,313,449,47,206,9354
2154,JAWA TENGAH,KOTA SEMARANG,GAJAH MUNGKUR,245,1398,48,277,4135,1138,1209,360,0,70,8880
2155,JAWA TENGAH,KOTA SEMARANG,GAYAMSARI,53,1463,0,222,3971,1865,952,1008,0,0,9534
2156,JAWA TENGAH,KOTA SEMARANG,GENUK,275,3669,15,733,9867,4113,2594,259,0,1691,23216
2157,JAWA TENGAH,KOTA SEMARANG,GUNUNG PATI,676,2450,20,568,7945,4268,2462,274,0,708,19371
2158,JAWA TENGAH,KOTA SEMARANG,MIJEN,337,3125,1,308,7347,4226,1482,553,0,79,17458
2159,JAWA TENGAH,KOTA SEMARANG,NGALIYAN,473,3275,23,378,6580,2522,203,906,0,220,14580
2160,JAWA TENGAH,KOTA SEMARANG,PEDURUNGAN,1014,5340,88,582,13288,4011,3133,1617,203,362,29638
2161,JAWA TENGAH,KOTA SEMARANG,SEMARANG BARAT,466,2897,14,351,6713,2452,1528,859,13,83,15376
2162,JAWA TENGAH,KOTA SEMARANG,SEMARANG SELATAN,298,1397,7,53,5583,3606,970,6700,0,40,18654
2163,JAWA TENGAH,KOTA SEMARANG,SEMARANG TENGAH,118,927,2,149,3818,5747,1347,2729,10,1,14848
2164,JAWA TENGAH,KOTA SEMARANG,SEMARANG TIMUR,217,1596,28,219,4322,2623,450,6695,0,290,16440
2165,JAWA TENGAH,KOTA SEMARANG,SEMARANG UTARA,304,2389,0,588,5933,1547,1081,1928,56,397,14223
2166,JAWA TENGAH,KOTA SEMARANG,TEMBALANG,677,3939,52,942,10197,7109,1083,173,638,210,25020
2167,JAWA TENGAH,KOTA SEMARANG,TUGU,68,905,0,195,2806,2173,1175,1982,0,98,9402
2168,JAWA TENGAH,KOTA SURAKARTA,BANJARSARI,1382,4189,118,174,11950,8015,6056,6400,542,454,39280
2169,JAWA TENGAH,KOTA SURAKARTA,JEBRES,630,2945,78,268,6820,4778,2140,2699,193,436,20987
2170,JAWA TENGAH,KOTA SURAKARTA,LAWEYAN,428,2468,23,151,7436,6135,4380,6745,145,951,28862
2171,JAWA TENGAH,KOTA SURAKARTA,PASARKLIWON,512,2263,0,88,6155,3118,995,1603,1,139,14874
2172,JAWA TENGAH,KOTA SURAKARTA,SERENGAN,238,1235,0,162,3430,945,400,2206,129,205,8950
2173,JAWA TENGAH,KOTA TEGAL,MARGADANA,200,682,0,690,3723,2621,1697,906,0,2,10521
2174,JAWA TENGAH,KOTA TEGAL,TEGAL BARAT,586,1385,4,459,5350,3550,1093,774,0,629,13830
2175,JAWA TENGAH,KOTA TEGAL,TEGAL SELATAN,363,998,7,356,5212,1631,0,260,122,117,9066
2176,JAWA TENGAH,KOTA TEGAL,TEGAL TIMUR,622,1775,86,260,6653,5411,37,4108,234,198,19384
2177,JAWA TIMUR,KAB. BANGKALAN,AROSBAYA,137,1117,0,0,4442,2370,1056,185,0,73,9380
2178,JAWA TIMUR,KAB. BANGKALAN,BANGKALAN,351,2653,76,31,5615,5385,3434,501,108,2900,21054
2179,JAWA TIMUR,KAB. BANGKALAN,BLEGA,379,1256,0,123,4638,2673,1362,790,0,781,12002
2180,JAWA TIMUR,KAB. BANGKALAN,BURNEH,313,1918,14,22,4548,3269,2026,283,0,590,12983
2181,JAWA TIMUR,KAB. BANGKALAN,GALIS,449,1788,0,23,7594,2675,1003,377,0,433,14342
2182,JAWA TIMUR,KAB. BANGKALAN,GEGER,457,2098,0,131,5352,2134,971,459,0,138,11740
2183,JAWA TIMUR,KAB. BANGKALAN,KAMAL,210,1305,5,111,3126,1878,1077,696,10,134,8552
2184,JAWA TIMUR,KAB. BANGKALAN,KLAMPIS,226,1502,0,60,3572,1482,292,174,0,120,7428
2185,JAWA TIMUR,KAB. BANGKALAN,KOKOP,609,1063,0,271,5883,2948,1096,761,0,527,13158
2186,JAWA TIMUR,KAB. BANGKALAN,KONANG,566,798,0,42,5641,2012,972,189,0,193,10413
2187,JAWA TIMUR,KAB. BANGKALAN,KWANYAR,225,1438,0,458,3869,2031,743,1162,0,135,10061
2188,JAWA TIMUR,KAB. BANGKALAN,LABANG,279,1031,0,48,3582,1898,465,257,0,0,7560
2189,JAWA TIMUR,KAB. BANGKALAN,MODUNG,386,699,0,200,3758,2894,2473,277,0,91,10778
2190,JAWA TIMUR,KAB. BANGKALAN,SEPULU,687,1181,0,34,3583,1355,454,823,0,171,8288
